,id,sentence1,sentence2,label,pred,TP,FP,TN,FN
172,173,John Barrow Island is a member of the Canadian Arctic Archipelago and the Queen Elizabeth Islands in the territory of Nunavut .,John Barrow Island is a member of the Queen Elizabeth Islands and of the Canadian Arctic Archipelago in the Nunavut area .,0,0,0,0,1,0
174,175,Chuck Chuck Campbell of `` Go Knoxville '' compared Ariana Grande in `` Rare '' with Stefani 's vocals .,Chuck Campbell of `` Go Knoxville '' compared Ariana Grande 's vocals in `` Rare '' with Stefani 's .,1,0,0,0,0,1
175,176,A short double track was also built between Langensteinbach and the newly created Schießhüttenäcker railway station in 2011 .,"In 2011 , a short double track section was also created between Langensteinbach and the newly built station of Schießhüttenäcker .",1,0,0,0,0,1
176,177,Several members of the McMillan Commission were appointed to the CFA as many supporters of the McMillan plan .,"Several members of the McMillan Commission were appointed to the CFA , as were many McMillan Plan supporters .",1,0,0,0,0,1
178,179,The first date was sold out after the second night .,The first date was added after the second night sold out .,0,0,0,0,1,0
179,180,"To get there , take the Marine Drive from the Lions Gate Bridge to the West , past Lighthouse Park to Horseshoe Bay , and then continue to the 7100 Marine Drive block .","To get there , take Marine Drive west from the Lions Gate Bridge past Horseshoe Bay to Lighthouse Park and then continue on to 7100 Block Marine Drive .",0,0,0,0,1,0
180,181,"He was joint secretary in 1753 and became secretary in 1758 , remaining until May 1776 .",He became joint secretary in 1753 and was secretary in 1758 and remained until May 1776 .,0,0,0,0,1,0
181,182,He afterwards added his own surname of Bhosle and always treated the child like his own son .,"Afterwards , he added his own surname to Bhosle and always treated the child like his own son .",1,0,0,0,0,1
183,184,"Andrés Iniesta has won 31 trophies , which were only surpassed by Xavi as the most successful Spanish player in history .",Xavi has won 31 trophies and was only surpassed by Andrés Iniesta as the most successful Spanish player in history .,0,0,0,0,1,0
184,185,"Among his students , William Henry Waddington and his nephew , Stafford Henry Northcote , were the French minister .","Among his pupils were Stafford Henry Northcote and his nephew , William Henry Waddington , the French minister .",0,1,0,1,0,0
186,187,The Chilean New Song movement was encouraged in the late 1950s and early 1960s by a renewed interest in traditional Chilean music and folklore .,The Chilean New Song movement was fired by the renewed interest in traditional Chilean music and folklore in the late 1950s and early 1960s .,0,1,0,1,0,0
187,188,"In addition to natural insemination by rams , artificial insemination and embryo transfers in sheep breeding programmes have been in use in Australia and New Zealand for many years .","In addition to artificial insemination by rams , natural insemination and embryo transfers in sheep farming programs have been used in Australia and New Zealand for many years .",0,1,0,1,0,0
189,190,"Special guests were Fumiaki Nishihara , Go Nakanishi , Kenji Kamiyama , Shinichiro Watanabe and Hachioji-P .","Special guests at the event were Kenji Kamiyama , Shinichiro Watanabe , Go Nakanishi , Fumiaki Nishihara and Hachioji-P .",1,1,1,0,0,0
190,191,Since September 2013 she has been Ambassador of Finland in Denmark .,She has been Ambassador of Finland to Denmark since September 2013 .,1,0,0,0,0,1
192,193,"Olivella micula is a species of dwarf sea snail , small gastropod mollusk in the family Olivellidae , the marine olives .","Olivella micula is a sort of dwarf - sea snail , small gastropod mollusk in the Olivellidae family , the marine olives .",1,0,0,0,0,1
193,194,"The election of the Oldham Council in 1999 took place on 6 May 1999 to elect the members of the Oldham Metropolitan Borough Council in Greater Manchester , England .","The choice of the Oldham Metropolitan Borough Council in 1999 took place on 6 May 1999 to elect Oldham Council members in Greater Manchester , England .",0,0,0,0,1,0
194,195,He also represented New Zealand at the FIBA World Championships 2010 in Turkey .,He also represented Turkey at the FIBA World Cup 2010 in New Zealand .,0,0,0,0,1,0
195,196,The daughter of actor Arjun Sarja is married to Rajesh and Niveditha actor .,"The daughter of actor Rajesh , Niveditha is married to actor Arjun Sarja",0,0,0,0,1,0
196,197,"According to the U.S. Census Bureau , the county has a total area of which is land and ( 2.1 % ) water .","According to the U.S. Census Bureau , the county has a total area of , of which is land and ( 2.1 % ) is water .",1,0,0,0,0,1
198,199,"The brewery produces eight standard beers and three standard beers , and the seasonal Natte , Zatte , Columbus and Struis beers are bio-certified .","The brewery produces eight standard beers and three seasonal beers , the standard Natte , Zatte , Columbus and Struis beers are bio-certified .",0,0,0,0,1,0
199,200,"Back in the current laboratory , Vornoff uses a wave of his hand to summon Janet to his secret location .","Back in the current laboratory , Vornoff uses a wave of his hand to call Janet to his secret location .",1,1,1,0,0,0
200,201,The episode was directed by Ron Rubio and wrote by Kirker Butler .,The episode was written by Kirker Butler and is directed by Ron Rubio .,1,0,0,0,0,1
201,202,The minor rainfall variation in the district is annual from place to place .,The marginal rainfall variation in the district is annual from place to place .,1,1,1,0,0,0
203,204,Turnhouse is home to the Turnhouse Golf Club at Lennie Park .,Turnhouse is the home of Lennie Park at Turnhouse Golf Club .,0,0,0,0,1,0
204,205,The Culme family acquired the sub-manor of Great Champson in Molland and held Canonsleigh Abbey after the Dissolution of the Monasteries .,"The Culme family acquired the Great Champson underground in Molland and , after the dissolution of the monasteries , held the Canonsleigh Abbey .",0,0,0,0,1,0
205,206,"First , the problem is written in the form of a matrix , as stated below .","First , the problem is specified in the form of a matrix as written below :",0,0,0,0,1,0
206,207,"When Twain heard of the writer who was called `` the Jewish Mark Twain '' , he replied `` please tell him that I am the American Scholem Aleichem .","When Twain heard of the writer called `` the Jewish Mark Twain , '' he replied `` please tell him that I am the American Sholem Aleichem . ''",1,0,0,0,0,1
207,208,"Gore claims to be the `` trout capital of Oklahoma '' , with great fishing at Lake Tenkiller , the Illinois River , and the Arkansas River .","Gore claims to be the `` trout capital of Lake Tenkiller '' , with great fishing in Oklahoma , the Illinois River , and the Arkansas River .",0,0,0,0,1,0
208,209,"Hebri is a small town in Udupi - district of Karnataka , on the route from Agumbe to Udupi .","Hebri is a small town in Udupi district of Karnataka , in the route from Agumbe to Udupi .",1,1,1,0,0,0
210,211,"He was born in Houston , visited the Worthing High School in Houston , Texas and played high school football for the Worthing Colts .","Hudson was born in Houston . He attended Worthing High School in Houston , Texas , and played high school football for the Worthing Colts .",1,0,0,0,0,1
211,212,The episode was written by Bret Haaland and headed by J. Stewart Burns .,The episode was written by Bret Haaland and directed by J. Stewart Burns .,1,1,1,0,0,0
213,214,A further completion of the opera by Karl Aage Rasmussen was published in 2005 and recorded in 2006 .,"A further completion of the opera , by Karl Aage Rasmussen , was recorded in 2005 and published in 2006 .",0,1,0,1,0,0
214,215,"However he criticised the other campaign , `` some of the misrepresentations by the Conservative candidate had not been cricket . ''","However , he criticized the conservative campaign , `` some of the misrepresentations made by the other candidate had not been cricket .",0,0,0,0,1,0
216,217,This electrification has since been extended further north to Waikanae in 1983 and again to Paraparaumu in 2011 .,"This electrification has been extended further north to Paraparaumu since 1983 , and in 2011 back to Waikanae .",0,0,0,0,1,0
217,218,"On April 1 , 2010 , Peter Ebdon made the first official maximum breakthrough of his career at the China Open 2010 against Robertson in his second round .","On April 1 , 2010 , Robertson made the first official maximum break of his career in his second round match at the China Open against Peter Ebdon in 2010 .",0,0,0,0,1,0
218,219,"To see about the background to these events , read History of Malaysia .","To read about the background to these events , see the history of Malaysia .",0,1,0,1,0,0
219,220,"It was addressed by Eric Armstrong , produced by Jacquie Barnbrook , and written by Jeff Wolverton .","It was written by Jeff Wolverton , directed by Eric Armstrong and produced by Jacquie Barnbrook .",1,1,1,0,0,0
220,221,"On September 8 , 2014 , David Burtka announced on his Twitter page that Harris and he had married in Italy at the weekend .","On September 8 , 2014 , David Burtka announced on his Twitter page that Harris and he were married over the weekend in Italy .",1,0,0,0,0,1
221,222,"The exhibition was opened by Séamus Hegarty , Bishop of Derry , a past student and a former patron of the school .","The exhibition was opened by Séamus Hegarty , Bishop of Derry , a former student and a former patron of the school .",1,1,1,0,0,0
222,223,"Volleyball , for Iceland Games 2013 , took place at the Berkeley Institute ( Pembroke Parish ) and the Cedarbridge Academy ( Devonshire Parish ) .","Volleyball , for the 2013 Island Games , took place at the Berkeley Institute ( Pembroke Parish ) and the Cedarbridge Academy ( Devonshire Parish ) .",0,1,0,1,0,0
223,224,He returned to South Africa and went to the King Edward VII School .,He returned to South Africa and went to King Edward VII School .,1,0,0,0,0,1
224,225,"After the Belgian Revolution of 1830 , the Southern Netherlands ( including South and Central Brabant ) became independent as Luxembourg and later also Belgium .","After the Belgian Revolution of 1830 , the southern Netherlands ( including South and Central Brabant ) became independent as Luxembourg and later also as Belgium .",1,1,1,0,0,0
225,226,"The book collects fourteen short stories , nineteen essays and two plays by the author , including two of his Jorkens stories , with an introductory foreword by Schweitzer .","The book collects fourteen short stories , nineteen essays and two plays by the author , including two of his Jorkens - stories , with an introductory preface by Schweitzer .",1,1,1,0,0,0
226,227,From perhaps the 7th century BC through to the 25th century AD it was an integral part of Assyria .,It was an integral part of Assyria from perhaps the 7th century BC to the 25th century A.D .,1,0,0,0,0,1
227,228,"Lielbērze is a village in Latvia and the Dobele municipality in the historic region of Zemgale , and the Zemgale Planning Region in Auri Parish .",Lielbērze is a village in the municipality of Auri and Dobele village in the historical region of Zemgale and the planning region Zemgale in Latvia .,0,0,0,0,1,0
228,229,"On February 7 , 2014 , the musical opened in Malmö , Sweden at Malmö Opera . Director was Anders Eljas and Musical Director Åsa Melldahl .","On 7 February 2014 , the musical was opened in Malmö , Sweden , at the opera Malmö , directed by Åsa Melldahl and musical director Anders Eljas .",0,0,0,0,1,0
